algorithm,namc_code,true_tm2_code,query_text,query_sanskrit_term,top1_correct,top5_hit,true_rank,rank,pred_tm2_code,pred_tm2_title,pred_tm2_index_terms,pred_score,pred_tag,pred_correct,pred_exact_sanskrit_match,query_token_overlap,query_vs_pred_sans_overlap
TFIDF+RERANK,O-39,SN90,"(a) indraluptaḥ (a) indraluptaḥ (a) indraluptaḥ (a) indraluptaḥ - It is characterised by falling of hair in the form of patches from scalp, beard and eyebrows leaving shiny patches. This may be explained by: (a) Aggravated vatadosha and pittadosha affecting the hair roots.",(a) indraluptaḥ,True,True,1.0,4,SN7Z,"Hair disorders (TM2), unspecified","Hair disorders (TM2), unspecified",0.8340071630376957,Equivalent,False,False,1,0
TFIDF+RERANK,O-39,SN90,"(a) indraluptaḥ (a) indraluptaḥ (a) indraluptaḥ (a) indraluptaḥ - It is characterised by falling of hair in the form of patches from scalp, beard and eyebrows leaving shiny patches. This may be explained by: (a) Aggravated vatadosha and pittadosha affecting the hair roots.",(a) indraluptaḥ,True,True,1.0,5,SN9Z,"Skin, nail and hair disorders (TM2), unspecified","Skin, nail and hair disorders (TM2), unspecified",0.6870361837202547,Narrower,False,False,2,0
TFIDF+RERANK,O-40,SN5Y,(a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ - -,(a) varāhadaṃṣṭrakaḥ,True,True,1.0,1,SN5Y,Other specified skin disorders (TM2),"Other specified skin disorders (TM2); Impairment of Dam disorder (TM2); (c) Fasād al-Dam; Malignancy of the skin disorder (TM2); (b) Tōl puṟṟu; Thickening of the skin disorder (TM2); (a) carmakuṣṭhaḥ; Hyperpigmentation of skin in the scalp disorder (TM2); (b) Kapāla karuṅkarappaṉ; Dermatitis of scalp (TM2); Tinea favus disorder (TM2); (c) Sa‘fa Shahdiyya; Hematidrosis disorder (TM2); (c) ‘Araq al-Dam; An inflammation of folds of the skin surrounding the finger nail disorder (TM2); (b) Nakaccuṟṟu; Prurigo nodularis disorder (TM2); alasakakuṣṭhaḥ/alasakuṣṭhaḥ; Multiple pruritic rashes disorder (TM2); (a) utkoṭhaḥ; Birth mark - bluish disorder (TM2); (a) nyacchaḥ; Congenital black white patch disorder (TM2); (a) lāñchanam; Barley seed - macule disorder (TM2); (a) yavaprakhyā; Pityriasis nigra disorder (TM2); (c) Bahaq Aswad; Gas filled blisters disorder (TM2); (c) Naffākhāt; Circular eruptions on neck and head disorder due to three dosha (TM2); (a) irivellikā; Skin disorder with broad based eruptions (TM2); (a) sthūlāruṣka; Elevated papule disorder (TM2); (a) andhālajī, (a) antrālajī; Blood blister disorder (TM2); (a) gardabhikā; Papules-lotus thorn disorder (TM2); (a) padminīkaṇṭakaḥ; Acute spreading eruptions disorder (TM2); (a) visarpaḥ; Fig fruit like papules disorder (TM2); (a) vivṛtā; Bulb of lotus flower like skin lesion disorder (TM2); (a) viddhā; Lotus pod lesion disorder (TM2); (a) indraviddhā; Pig-bite like skin lesion disorder (TM2); (a) varāhadaṃṣṭrakaḥ; Termitarium like skin lesion disorder (TM2); (a) valmīkaḥ; Pityriasis alba disorder (TM2); (c) Bahaq Abyaḍ, (c) Waḍaḥ; Annular reddish skin discoloration disorder (TM2); (b) Taṭippup perunōy, (b) tatturu kuṭṭam; Blisters with burning sensation and thickened skin disorder (TM2); b) vicpōṭakak kuṭṭam; Bluish discoloration of earlobe margin disorder (TM2); (b) Kātu perunōy, (b) karṇa kuṭṭam; Body skin glitters like snake skin disorder (TM2); (b) Ceṅkuṭṭam, (b) vipātika kuṭṭam; Dry scaly thickened skin with blackish discolouration of the body disorder (TM2); (b) ēkacaruma kuṭṭam; Dry skin with lesion greasy to touch burning sensation disorder (TM2); (b) Coṟip perunōy, (b) vikarccika kuṭṭam; Greenish and pale skin eruptions disorder with pus (TM2); (b) Tōl perunōy, (b) carma kuṭṭam; Greenish discolouration with elephant skin thickening disorder (TM2); (b) Paṉṟittōl perunōy, (b) kīṭīpa kuṭṭam; Greenish red colured skin lesions disorder with oozing (TM2); (b) Vaḷaiyap perunōy, (b) maṇṭalak kuṭṭam; Greenish yellow annular lesion disorder with numbness (TM2); (b) Nāp perunōy, (b) citma kuṭṭam; Pain and fissures over the body disorder (TM2); (b) Vaḷi p perunōy, (b) aparica kuṭṭam; Skin disorder with exudation like snake skin (TM2); (b) Puraip perunōy, (b) catāru kuṭṭam; Skin eruptions disorder (TM2); (b) Perunōy; Thickened skin disorder with linear fissures with throbbing pain (TM2); (b) Tōl veṭip perunōy, (b) carmattaḷa kuṭṭam; Lotus-red rashes on head and bladder region disorder (TM2); (a) mahāpadmaḥ; Napkin rash disorder (TM2); (a) ahipūtanā, (a) ahipūtanakaḥ; Perianal ulcer (TM2); Tinea pedis disorder (TM2); (a) carmadala-kuṣṭhaḥ; Skin disorder with ulcerative reddish blue moist lesions (TM2); (a) śatāru-kuṣṭhaḥ; Solitary large black vesicle disorder (TM2); (a) gandhanāmā, (a) gandhamālā; Painless greengram like papules in children disorder (TM2); (a) ajagallikā; Black vesicles disorder (TM2); (a) śyāvapiṇḍikā; Red wheals disorder (TM2); (a) raktamaṇḍalam",1.2499999580578922,Equivalent,True,True,2,1
TFIDF+RERANK,O-40,SN5Y,(a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ - -,(a) varāhadaṃṣṭrakaḥ,True,True,1.0,2,SM94,Female infertility disorder (TM2),"Female infertility disorder (TM2); (a) vandhyā (b) Peṇ malaṭu (c) ‘Uqr; Female infertility (permanent infertility) disorder (TM2); (b) Cutta malaṭu; A woman having borne only one child disorder (TM2); (a) Kākavandhyā; (b) katali malaṭu; A woman having borne only two children disorder (TM2); (b) Kāka malaṭu; Profluvium seminis disorder (TM2); (a) vāminī; Primary infertility disorder due to under developed reproductive system (TM2); (a) ṣaṇḍhī, (a) khaṇḍitā; Cervical retroversion or retroflexion disorder (TM2); (a) antarmukhī; Difficulty in conception disorder (TM2); (c) osr-e habl; (c) ‘Usr-i-Ḥabl",0.0,Weak,False,False,1,1
TFIDF+RERANK,O-40,SN5Y,(a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ - -,(a) varāhadaṃṣṭrakaḥ,True,True,1.0,3,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-40,SN5Y,(a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ - -,(a) varāhadaṃṣṭrakaḥ,True,True,1.0,4,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-40,SN5Y,(a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ (a) varāhadaṃṣṭrakaḥ - -,(a) varāhadaṃṣṭrakaḥ,True,True,1.0,5,SM90,Amenorrhoea disorder (TM2),Amenorrhoea disorder (TM2); (a) arajaskā (b) Kukaraṇa mey cūtakataṭai (c) Iḥtibās al-Tamth; (a) rajonāśaḥ / naṣṭārtava / anārtava,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-41,SN5Y,(a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ - -,(a) valmīkaḥ,True,True,1.0,1,SN5Y,Other specified skin disorders (TM2),"Other specified skin disorders (TM2); Impairment of Dam disorder (TM2); (c) Fasād al-Dam; Malignancy of the skin disorder (TM2); (b) Tōl puṟṟu; Thickening of the skin disorder (TM2); (a) carmakuṣṭhaḥ; Hyperpigmentation of skin in the scalp disorder (TM2); (b) Kapāla karuṅkarappaṉ; Dermatitis of scalp (TM2); Tinea favus disorder (TM2); (c) Sa‘fa Shahdiyya; Hematidrosis disorder (TM2); (c) ‘Araq al-Dam; An inflammation of folds of the skin surrounding the finger nail disorder (TM2); (b) Nakaccuṟṟu; Prurigo nodularis disorder (TM2); alasakakuṣṭhaḥ/alasakuṣṭhaḥ; Multiple pruritic rashes disorder (TM2); (a) utkoṭhaḥ; Birth mark - bluish disorder (TM2); (a) nyacchaḥ; Congenital black white patch disorder (TM2); (a) lāñchanam; Barley seed - macule disorder (TM2); (a) yavaprakhyā; Pityriasis nigra disorder (TM2); (c) Bahaq Aswad; Gas filled blisters disorder (TM2); (c) Naffākhāt; Circular eruptions on neck and head disorder due to three dosha (TM2); (a) irivellikā; Skin disorder with broad based eruptions (TM2); (a) sthūlāruṣka; Elevated papule disorder (TM2); (a) andhālajī, (a) antrālajī; Blood blister disorder (TM2); (a) gardabhikā; Papules-lotus thorn disorder (TM2); (a) padminīkaṇṭakaḥ; Acute spreading eruptions disorder (TM2); (a) visarpaḥ; Fig fruit like papules disorder (TM2); (a) vivṛtā; Bulb of lotus flower like skin lesion disorder (TM2); (a) viddhā; Lotus pod lesion disorder (TM2); (a) indraviddhā; Pig-bite like skin lesion disorder (TM2); (a) varāhadaṃṣṭrakaḥ; Termitarium like skin lesion disorder (TM2); (a) valmīkaḥ; Pityriasis alba disorder (TM2); (c) Bahaq Abyaḍ, (c) Waḍaḥ; Annular reddish skin discoloration disorder (TM2); (b) Taṭippup perunōy, (b) tatturu kuṭṭam; Blisters with burning sensation and thickened skin disorder (TM2); b) vicpōṭakak kuṭṭam; Bluish discoloration of earlobe margin disorder (TM2); (b) Kātu perunōy, (b) karṇa kuṭṭam; Body skin glitters like snake skin disorder (TM2); (b) Ceṅkuṭṭam, (b) vipātika kuṭṭam; Dry scaly thickened skin with blackish discolouration of the body disorder (TM2); (b) ēkacaruma kuṭṭam; Dry skin with lesion greasy to touch burning sensation disorder (TM2); (b) Coṟip perunōy, (b) vikarccika kuṭṭam; Greenish and pale skin eruptions disorder with pus (TM2); (b) Tōl perunōy, (b) carma kuṭṭam; Greenish discolouration with elephant skin thickening disorder (TM2); (b) Paṉṟittōl perunōy, (b) kīṭīpa kuṭṭam; Greenish red colured skin lesions disorder with oozing (TM2); (b) Vaḷaiyap perunōy, (b) maṇṭalak kuṭṭam; Greenish yellow annular lesion disorder with numbness (TM2); (b) Nāp perunōy, (b) citma kuṭṭam; Pain and fissures over the body disorder (TM2); (b) Vaḷi p perunōy, (b) aparica kuṭṭam; Skin disorder with exudation like snake skin (TM2); (b) Puraip perunōy, (b) catāru kuṭṭam; Skin eruptions disorder (TM2); (b) Perunōy; Thickened skin disorder with linear fissures with throbbing pain (TM2); (b) Tōl veṭip perunōy, (b) carmattaḷa kuṭṭam; Lotus-red rashes on head and bladder region disorder (TM2); (a) mahāpadmaḥ; Napkin rash disorder (TM2); (a) ahipūtanā, (a) ahipūtanakaḥ; Perianal ulcer (TM2); Tinea pedis disorder (TM2); (a) carmadala-kuṣṭhaḥ; Skin disorder with ulcerative reddish blue moist lesions (TM2); (a) śatāru-kuṣṭhaḥ; Solitary large black vesicle disorder (TM2); (a) gandhanāmā, (a) gandhamālā; Painless greengram like papules in children disorder (TM2); (a) ajagallikā; Black vesicles disorder (TM2); (a) śyāvapiṇḍikā; Red wheals disorder (TM2); (a) raktamaṇḍalam",1.2499999580578922,Equivalent,True,True,2,1
TFIDF+RERANK,O-41,SN5Y,(a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ - -,(a) valmīkaḥ,True,True,1.0,2,SM94,Female infertility disorder (TM2),"Female infertility disorder (TM2); (a) vandhyā (b) Peṇ malaṭu (c) ‘Uqr; Female infertility (permanent infertility) disorder (TM2); (b) Cutta malaṭu; A woman having borne only one child disorder (TM2); (a) Kākavandhyā; (b) katali malaṭu; A woman having borne only two children disorder (TM2); (b) Kāka malaṭu; Profluvium seminis disorder (TM2); (a) vāminī; Primary infertility disorder due to under developed reproductive system (TM2); (a) ṣaṇḍhī, (a) khaṇḍitā; Cervical retroversion or retroflexion disorder (TM2); (a) antarmukhī; Difficulty in conception disorder (TM2); (c) osr-e habl; (c) ‘Usr-i-Ḥabl",0.0,Weak,False,False,1,1
TFIDF+RERANK,O-41,SN5Y,(a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ - -,(a) valmīkaḥ,True,True,1.0,3,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-41,SN5Y,(a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ - -,(a) valmīkaḥ,True,True,1.0,4,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-41,SN5Y,(a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ (a) valmīkaḥ - -,(a) valmīkaḥ,True,True,1.0,5,SM90,Amenorrhoea disorder (TM2),Amenorrhoea disorder (TM2); (a) arajaskā (b) Kukaraṇa mey cūtakataṭai (c) Iḥtibās al-Tamth; (a) rajonāśaḥ / naṣṭārtava / anārtava,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-43,SP9Y,(a) vidārikā (a) vidārikā (a) vidārikā (a) vidārikā - -,(a) vidārikā,True,True,1.0,1,SP9Y,Other specified disorders affecting the whole body (TM2),"Other specified disorders affecting the whole body (TM2); Deep rooted abscess on scalp disorder (TM2); (a) anuśayī; Scalp abscess disorder (TM2); (a) kapālavidradhiḥ; Palatal swelling disorder (TM2); (a) tālupākaḥ, (a) tāluśothaḥ; Palatal abscess disorder (TM2); (a) tāluvidradhiḥ; Sublingual abscess disorder (TM2); (a) adhijihvā; Kudzu tuber like abscess disorder (TM2); (a) vidārikā; Abscess in the axilla disorder (TM2); (b) Akkuḷ kaṭṭi; Irritable abscess in the axilla disorder (TM2); (b) Akkuḷ ericcal kaṭṭi; Abscess in the scrotum disorder (TM2); (b) Aṇṭakkaṭṭi; Dropsy due to Aẕal disorder (TM2); (b) Aḻal ūtal nōy; Generalized oedema disorder including internal organs and cavities (TM2); (c) Istisqā’; Throat pain disorder due to Vaḷi (TM2); (b) Nakāri vātam; Shock disorder (TM2); (c) Suqūṭ al-Quwwa; Neurofibromatosis disorder (TM2); (b) Avutumparakkuṭṭam; Cyst disorder (TM2); (a) granthiḥ; Splitting pain disorder (TM2); (a) bhedaḥ; Agonising pain disorder (TM2); (a) vyathā; Burning sensation all over the body with oedema and inflammation disorder (TM2); (b) Cittuvāta Curōṇitam; Exhaustion disorder (TM2); (a) glāniḥ; Aggravated Aiyam leading to evacuation of bladder and rectum disorder (TM2); (b) Muyalaka kapam; Aggravated Aiyam disorder results in septicaemia (TM2); (b) Turkkanta kapam; Aggravated Aiyam disorder with fire element results in aggressive burning in corpse (TM2); (b) Aṉal kapam, (b) Neruppu aiyam; Aggravated Aiyam disorder leading to hunger - starvation (TM2); (b) Tīpaṉam; Aggravation of Vaḷi disorder with neuritis all over the body (TM2); (b) Malaittakampa vātam; Aggravation of Vaḷi disorder and emaciation leading to death (TM2); (b) Pirāṇālaya vātam; Aggravation of Aẕal and pain all over the body disorder (TM2); (b) Vaḷi pittam; Aẕal disorder caused due to increased Aẕal (TM2); (b) Aẕal pittam; Hyperthyrodisim disorder (TM2); (b) Catastampa vātam; Aggravated Aiyam along with Vaḷi and aiyam causing fever with chills disorder (TM2); (b) Mukkūṭṭu Kapam; Aggravated Aiyam disorder with hyper pyrexia (TM2); (b) Cura Kapam; Dryness and pain in the whole body disorder (TM2); (b) Ularttu cūlai; Aggravation of Vaḷi and aggravation of Aẕal disorder causing palpitation and increase of Aẕal in muscules and joints (TM2); (b) Pācattampa vātam; Cracking body pain disorder (TM2); (a) aṅgāvadaraṇam; Generalized body ache disorder (TM2); (a) aṅgamardaḥ; Burning feet disorder (TM2); (a) pādadāhaḥ; Burning sensation disorder (TM2); (a) dāhaḥ; Burning sensation with sweating and restlessness disorder (TM2); (a) oṣaḥ; Burning sensation of buccal cavity disorder (TM2); (a) davaḥ; Burning sensation of muscle disorder (TM2); (a) māṃsadāhaḥ; Burning sensation of sense organs disorder (TM2); (a) davathuḥ; Burning sensation of shoulder disorder (TM2); (a) aṃsadāhaḥ; Burning sensation in the skin disorder (TM2); (a) tvagdāhaḥ; Generalized burning sensation disorder (TM2); (a) vidāhaḥ; Chest pain disorder (TM2); (a) vakṣastodaḥ; Chills disorder only due to Kapha (TM2); (a) śaityam; Contracture disorder (TM2); (a) saṅkocaḥ; Dwarfism disorder (TM2); (a) vāmanatvam; Wasting of body part(s) disorder (TM2); (a) aṅgaśuṣkatā; Fuming sensation disorder (TM2); (a) dhūmakaḥ, (a) dhūmodgāraḥ; Body heaviness disorder (TM2); (a) gurugātratā; Horripilation disorder (TM2); (a) lomaharṣaḥ; Impaired thoracic mobility disorder (TM2); (a) vakṣoparodhaḥ; Excess body odour disorder (TM2); (a) aṅgagandhaḥ; Excessive temperature disorder (TM2); (a) ūṣmādhikyam; Feeling of being covered by wet cloth disorder (TM2); (a) staimityam; Calf muscle cramp disorder (TM2); (a) piṇḍikodveṣṭanam; Physical exhaustion disorder (TM2); (a) śramaḥ; Scorching pain disorder (TM2); (a) ploṣaḥ; Talkativeness disorder (TM2); (a) vācālatā; Tingling feet disorder (TM2); (a) pādaharṣaḥ; Pricking pain disorder (TM2); (a) todaḥ; Weakness disorder (TM2); (a) balahāniḥ; Asthenia disorder (TM2); (a) balāsakaḥ",1.249999956075142,Equivalent,True,True,2,1
TFIDF+RERANK,O-43,SP9Y,(a) vidārikā (a) vidārikā (a) vidārikā (a) vidārikā - -,(a) vidārikā,True,True,1.0,2,ST20,Injury pattern in the varmam or marmam (TM2),Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-43,SP9Y,(a) vidārikā (a) vidārikā (a) vidārikā (a) vidārikā - -,(a) vidārikā,True,True,1.0,3,SM8B,Urinary incontinence disorder (TM2),Urinary incontinence disorder (TM2); (a) vātabastiḥ (b) Ciṟunīriṉ māṟutalkaḷ (c) Salas al-Bawl,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-43,SP9Y,(a) vidārikā (a) vidārikā (a) vidārikā (a) vidārikā - -,(a) vidārikā,True,True,1.0,4,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-43,SP9Y,(a) vidārikā (a) vidārikā (a) vidārikā (a) vidārikā - -,(a) vidārikā,True,True,1.0,5,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-48,SP71,(a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ - -,(a) śarkarārbudaḥ,True,True,1.0,1,SP71,Benign tumour disorder (TM2),Benign tumour disorder (TM2); (a) granthi (b) Naṉmaṟavaikkaṭṭikaḷ (c) Sal‘āt; Crystal-hard tumors disorder (TM2); (a) śarkarārbudaḥ,1.2499999946672786,Equivalent,True,True,2,2
TFIDF+RERANK,O-48,SP71,(a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ - -,(a) śarkarārbudaḥ,True,True,1.0,2,ST20,Injury pattern in the varmam or marmam (TM2),Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-48,SP71,(a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ - -,(a) śarkarārbudaḥ,True,True,1.0,3,SM93,Leucorrhoea disorder (TM2),Leucorrhoea disorder (TM2); (a) śvetapradaraḥ (b) Veḷḷai nōy (c) Sayalān al-Raḥim,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-48,SP71,(a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ - -,(a) śarkarārbudaḥ,True,True,1.0,4,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-48,SP71,(a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ (a) śarkarārbudaḥ - -,(a) śarkarārbudaḥ,True,True,1.0,5,SM90,Amenorrhoea disorder (TM2),Amenorrhoea disorder (TM2); (a) arajaskā (b) Kukaraṇa mey cūtakataṭai (c) Iḥtibās al-Tamth; (a) rajonāśaḥ / naṣṭārtava / anārtava,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-50,SN5Y,(a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā - -,(a) śyāvapiṇḍikā,True,True,1.0,1,SN5Y,Other specified skin disorders (TM2),"Other specified skin disorders (TM2); Impairment of Dam disorder (TM2); (c) Fasād al-Dam; Malignancy of the skin disorder (TM2); (b) Tōl puṟṟu; Thickening of the skin disorder (TM2); (a) carmakuṣṭhaḥ; Hyperpigmentation of skin in the scalp disorder (TM2); (b) Kapāla karuṅkarappaṉ; Dermatitis of scalp (TM2); Tinea favus disorder (TM2); (c) Sa‘fa Shahdiyya; Hematidrosis disorder (TM2); (c) ‘Araq al-Dam; An inflammation of folds of the skin surrounding the finger nail disorder (TM2); (b) Nakaccuṟṟu; Prurigo nodularis disorder (TM2); alasakakuṣṭhaḥ/alasakuṣṭhaḥ; Multiple pruritic rashes disorder (TM2); (a) utkoṭhaḥ; Birth mark - bluish disorder (TM2); (a) nyacchaḥ; Congenital black white patch disorder (TM2); (a) lāñchanam; Barley seed - macule disorder (TM2); (a) yavaprakhyā; Pityriasis nigra disorder (TM2); (c) Bahaq Aswad; Gas filled blisters disorder (TM2); (c) Naffākhāt; Circular eruptions on neck and head disorder due to three dosha (TM2); (a) irivellikā; Skin disorder with broad based eruptions (TM2); (a) sthūlāruṣka; Elevated papule disorder (TM2); (a) andhālajī, (a) antrālajī; Blood blister disorder (TM2); (a) gardabhikā; Papules-lotus thorn disorder (TM2); (a) padminīkaṇṭakaḥ; Acute spreading eruptions disorder (TM2); (a) visarpaḥ; Fig fruit like papules disorder (TM2); (a) vivṛtā; Bulb of lotus flower like skin lesion disorder (TM2); (a) viddhā; Lotus pod lesion disorder (TM2); (a) indraviddhā; Pig-bite like skin lesion disorder (TM2); (a) varāhadaṃṣṭrakaḥ; Termitarium like skin lesion disorder (TM2); (a) valmīkaḥ; Pityriasis alba disorder (TM2); (c) Bahaq Abyaḍ, (c) Waḍaḥ; Annular reddish skin discoloration disorder (TM2); (b) Taṭippup perunōy, (b) tatturu kuṭṭam; Blisters with burning sensation and thickened skin disorder (TM2); b) vicpōṭakak kuṭṭam; Bluish discoloration of earlobe margin disorder (TM2); (b) Kātu perunōy, (b) karṇa kuṭṭam; Body skin glitters like snake skin disorder (TM2); (b) Ceṅkuṭṭam, (b) vipātika kuṭṭam; Dry scaly thickened skin with blackish discolouration of the body disorder (TM2); (b) ēkacaruma kuṭṭam; Dry skin with lesion greasy to touch burning sensation disorder (TM2); (b) Coṟip perunōy, (b) vikarccika kuṭṭam; Greenish and pale skin eruptions disorder with pus (TM2); (b) Tōl perunōy, (b) carma kuṭṭam; Greenish discolouration with elephant skin thickening disorder (TM2); (b) Paṉṟittōl perunōy, (b) kīṭīpa kuṭṭam; Greenish red colured skin lesions disorder with oozing (TM2); (b) Vaḷaiyap perunōy, (b) maṇṭalak kuṭṭam; Greenish yellow annular lesion disorder with numbness (TM2); (b) Nāp perunōy, (b) citma kuṭṭam; Pain and fissures over the body disorder (TM2); (b) Vaḷi p perunōy, (b) aparica kuṭṭam; Skin disorder with exudation like snake skin (TM2); (b) Puraip perunōy, (b) catāru kuṭṭam; Skin eruptions disorder (TM2); (b) Perunōy; Thickened skin disorder with linear fissures with throbbing pain (TM2); (b) Tōl veṭip perunōy, (b) carmattaḷa kuṭṭam; Lotus-red rashes on head and bladder region disorder (TM2); (a) mahāpadmaḥ; Napkin rash disorder (TM2); (a) ahipūtanā, (a) ahipūtanakaḥ; Perianal ulcer (TM2); Tinea pedis disorder (TM2); (a) carmadala-kuṣṭhaḥ; Skin disorder with ulcerative reddish blue moist lesions (TM2); (a) śatāru-kuṣṭhaḥ; Solitary large black vesicle disorder (TM2); (a) gandhanāmā, (a) gandhamālā; Painless greengram like papules in children disorder (TM2); (a) ajagallikā; Black vesicles disorder (TM2); (a) śyāvapiṇḍikā; Red wheals disorder (TM2); (a) raktamaṇḍalam",1.2499999580578922,Equivalent,True,True,2,1
TFIDF+RERANK,O-50,SN5Y,(a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā - -,(a) śyāvapiṇḍikā,True,True,1.0,2,SM94,Female infertility disorder (TM2),"Female infertility disorder (TM2); (a) vandhyā (b) Peṇ malaṭu (c) ‘Uqr; Female infertility (permanent infertility) disorder (TM2); (b) Cutta malaṭu; A woman having borne only one child disorder (TM2); (a) Kākavandhyā; (b) katali malaṭu; A woman having borne only two children disorder (TM2); (b) Kāka malaṭu; Profluvium seminis disorder (TM2); (a) vāminī; Primary infertility disorder due to under developed reproductive system (TM2); (a) ṣaṇḍhī, (a) khaṇḍitā; Cervical retroversion or retroflexion disorder (TM2); (a) antarmukhī; Difficulty in conception disorder (TM2); (c) osr-e habl; (c) ‘Usr-i-Ḥabl",0.0,Weak,False,False,1,1
TFIDF+RERANK,O-50,SN5Y,(a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā - -,(a) śyāvapiṇḍikā,True,True,1.0,3,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-50,SN5Y,(a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā - -,(a) śyāvapiṇḍikā,True,True,1.0,4,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF+RERANK,O-50,SN5Y,(a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā (a) śyāvapiṇḍikā - -,(a) śyāvapiṇḍikā,True,True,1.0,5,SM90,Amenorrhoea disorder (TM2),Amenorrhoea disorder (TM2); (a) arajaskā (b) Kukaraṇa mey cūtakataṭai (c) Iḥtibās al-Tamth; (a) rajonāśaḥ / naṣṭārtava / anārtava,0.0,Weak,False,False,1,1
