namc_code,true_tm2_code,query_text,query_sanskrit_term,tfidf_base_top1_pred,tfidf_base_top1_score,tfidf_base_top1_correct,tfidf_base_true_rank,tfidf_rerank_top1_pred,tfidf_rerank_top1_score,tfidf_rerank_top1_correct,tfidf_rerank_true_rank,tfidf_rerank_fixed,tfidf_rerank_hurt
EC-3.7,SP5Y,(a) kaphapittajajvaraḥ (a) kaphapittajajvaraḥ (a) kaphapittajajvaraḥ (a) kaphapittajajvaraḥ - -,(a) kaphapittajajvaraḥ,SP5Y,0.9999999745299017,True,1.0,SP5Y,1.2499999745299017,True,1,False,False
EC-3.8,SP5Y,(a) sannipātajajvaraḥ (a) sannipātajajvaraḥ (a) sannipātajajvaraḥ (a) sannipātajajvaraḥ - -,(a) sannipātajajvaraḥ,SP5Y,0.9999999745299017,True,1.0,SP5Y,1.2499999745299017,True,1,False,False
ED-2.2,SP99,"(a) kaṇḍūḥ (a) kaṇḍūḥ (a) kaṇḍūḥ (a) kaṇḍūḥ - It is characterised by itching of the body without the appearance of eruptions or rashes. This may be explained by: (a) Excess of vitiated kapha, pitta affecting the skin",(a) kaṇḍūḥ,SR40,0.9999999908745344,False,,SR40,0.9999999908745344,False,2,False,False
ED-3.1,SM41,(a) koṣṭhāśrita-kāmalā (a) koṣṭhāśrita-kāmalā (a) koṣṭhāśrita-kāmalā (a) koṣṭhāśrita-kāmalā - -,(a) koṣṭhāśrita-kāmalā,SM41,0.9999999852623995,True,1.0,SM41,1.2499999852623995,True,1,False,False
ED-3.3,SM41,(a) śākhāśrita-kāmalā (a) śākhāśrita-kāmalā (a) śākhāśrita-kāmalā (a) śākhāśrita-kāmalā - -,(a) śākhāśrita-kāmalā,SM41,0.9999999852623995,True,1.0,SM41,1.2499999852623995,True,1,False,False
ED-3.5,SM41,(a) halīmaka (a) halīmaka (a) halīmaka (a) halīmaka - -,(a) halīmaka,SM41,0.9999999594506365,True,1.0,SM41,1.2499999594506366,True,1,False,False
ED-4.2.3,SN49,"(a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ (a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ (a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ (a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ - -","(a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ",SN49,0.999999995806417,True,1.0,SN49,1.249999995806417,True,1,False,False
ED-4.2.6,SN49,(a) puṇḍarīkaḥ (a) puṇḍarīkaḥ (a) puṇḍarīkaḥ (a) puṇḍarīkaḥ - -,(a) puṇḍarīkaḥ,SN49,0.9999999862406193,True,1.0,SN49,1.2499999862406193,True,1,False,False
ED-4.2.7,SN4A,"(a) sidhmaḥ (a) sidhmaḥ (a) sidhmaḥ (a) sidhmaḥ - It is characterised by roughening and hardening of part of skin, whitish scaling, less itching, dryness of skin. This may be explained by: (a) Vitiated vatadosha and kapadosha affecting the skin.",(a) sidhmaḥ,SN42,0.9999999946144212,False,3.0,SN42,0.9999999946144212,False,2,False,False
ED-4.3.2,SN5Y,(a) carmakuṣṭhaḥ (a) carmakuṣṭhaḥ (a) carmakuṣṭhaḥ (a) carmakuṣṭhaḥ - -,(a) carmakuṣṭhaḥ,SN5Y,0.9999999580578922,True,1.0,SN5Y,1.2499999580578922,True,1,False,False
ED-4.3.7,SN5Y,(a) carmadala-kuṣṭhaḥ (a) carmadala-kuṣṭhaḥ (a) carmadala-kuṣṭhaḥ (a) carmadala-kuṣṭhaḥ - -,(a) carmadala-kuṣṭhaḥ,SN49,0.999999989097903,False,3.0,SN49,0.999999989097903,False,2,False,False
ED-4.4,SN49,"(a) dhātugatakuṣṭhaḥ (a) dhātugatakuṣṭhaḥ (a) dhātugatakuṣṭhaḥ (a) dhātugatakuṣṭhaḥ - It is characterised by hypopigmented patches of the skin, loss of sensation, deformity and derangement of shape of the organs with or without purulent discharge. This may be explained by: (a) Vitiation of all the three dosha and seven tissues.",(a) dhātugatakuṣṭhaḥ,SR40,0.9999999914554171,False,,SR40,0.9999999914554171,False,5,False,False
ED-8,SP11,(a) vātaraktam (a) vātaraktam (a) vātaraktam (a) vātaraktam - -,(a) vātaraktam,SP14,0.9999999953911222,False,2.0,SP14,0.9999999953911222,False,2,False,False
ED-9.7.9,SM40,"(a) yakr̥jjavidradhiḥ (a) yakr̥jjavidradhiḥ (a) yakr̥jjavidradhiḥ (a) yakr̥jjavidradhiḥ - It is characterised by heaviness, tenderness at the site of the liver, associated with loss of appetite, breathlessness, hiccoughs, restlessness, high fever, pain, redness of face and eyes. This may be explained by: (a) Aggravation of pitta resulting in painful suppurative swelling in the liver.",(a) yakr̥jjavidradhiḥ,SM40,0.9999999959318616,True,1.0,SM40,1.2499999959318617,True,1,False,False
ED-19,SN47,"(a) snāyukarogaḥ (a) snāyukarogaḥ (a) snāyukarogaḥ (a) snāyukarogaḥ - It is characterised by ulceration of eruptions, a red thread like worm comes out from it which is quite long and its length gradually increases. This may be explained by: (a) Unhygienic conditions leading to vitiation of kapha, blood, skin making susceptible for worm infestation.",(a) snāyukarogaḥ,SQ50,0.9999999957126173,False,2.0,SQ50,0.9999999957126173,False,2,False,False
EE-1,SR52,"(a) māṃsavahasrotoduṣṭiḥ (a) māṃsavahasrotoduṣṭiḥ (a) māṃsavahasrotoduṣṭiḥ (a) māṃsavahasrotoduṣṭiḥ - It is characterized by swelling, varicose veins, death, emaciation of muscles, excessive growth in muscle tissue, tumour, goiter and cervical lymphadenitis. This may be explained by derangement of channels (functional or anatomical or both) carrying muscle tissue elements.",(a) māṃsavahasrotoduṣṭiḥ,SR52,0.9999999972092937,True,1.0,SR52,1.2499999972092937,True,1,False,False
EE-2,SP72,"(a) arbudaḥ (a) arbudaḥ (a) arbudaḥ (a) arbudaḥ - It is characterised by uncontrolled spreading of swellings associated with multiple constitutional symptoms like weight loss, severe exhaustion. This may be explained by: (a) Involvement of all the three vitiated humours, seven elementary tissues.",(a) arbudaḥ,SP72,0.999999991641155,True,1.0,SP72,1.249999991641155,True,1,False,False
EE-3.4,SM53,(a) vātaja-arśaḥ (a) śuṣka-arśaḥ (a) vātaja-arśaḥ (a) śuṣka-arśaḥ (a) vātaja-arśaḥ (a) śuṣka-arśaḥ (a) vātaja-arśaḥ (a) śuṣka-arśaḥ - -,(a) vātaja-arśaḥ (a) śuṣka-arśaḥ,SM53,0.9999999926048797,True,1.0,SM53,0.9999999926048797,True,1,False,False
EE-3.6,SM53,(a) kaphaja-arśaḥ (a) kaphaja-arśaḥ (a) kaphaja-arśaḥ (a) kaphaja-arśaḥ - -,(a) kaphaja-arśaḥ,SM53,0.9999999909433779,True,1.0,SM53,1.2499999909433779,True,1,False,False
EE-3.7,SM53,(a) raktaja-arśaḥ (a) ārdra-arśaḥ (a) raktaja-arśaḥ (a) ārdra-arśaḥ (a) raktaja-arśaḥ (a) ārdra-arśaḥ (a) raktaja-arśaḥ (a) ārdra-arśaḥ - -,(a) raktaja-arśaḥ (a) ārdra-arśaḥ,SM53,0.9999999925984252,True,1.0,SM53,0.9999999925984252,True,1,False,False
EE-3.10,SM53,(a) sahaja-arśaḥ (a) sahaja-arśaḥ (a) sahaja-arśaḥ (a) sahaja-arśaḥ - -,(a) sahaja-arśaḥ,SM53,0.9999999906361415,True,1.0,SM53,1.2499999906361414,True,1,False,False
EE-3.13,SM7Y,(a) nābhija-arśaḥ (a) nābhija-arśaḥ (a) nābhija-arśaḥ (a) nābhija-arśaḥ - -,(a) nābhija-arśaḥ,SM7Y,0.9999999899116494,True,1.0,SM7Y,1.2499999899116494,True,1,False,False
EE-3.16,SK6S,"(a) netraja-arśaḥ (a) netraja-arśaḥ (a) netraja-arśaḥ (a) netraja-arśaḥ - It is characterised by growth in periorbital region. This may be explained by: (a)Morbid dosha vitiating the skin, muscle and adipose tissue causing muscular growths in the eye.",(a) netraja-arśaḥ,SK6S,0.9999999969641532,True,1.0,SK6S,1.2499999969641533,True,1,False,False
EE-4.4,SP70,"(a) medojagranthi (a) medojagranthi (a) medojagranthi (a) medojagranthi - It is characterised by solitary or multiple soft lipoid lump like swellings under the skin. This may be explained by: (a) Deranged digestive and metabolic factors, vitiation of kapha and fatty tissue.",(a) medojagranthi,SP70,0.9999999933546299,True,1.0,SP70,1.24999999335463,True,1,False,False
EF-1,SR53,"(a) medovahasrotoduṣṭiḥ (a) medovahasrotoduṣṭiḥ (a) medovahasrotoduṣṭiḥ (a) medovahasrotoduṣṭiḥ - It is characterized by perspiration, oiliness of the body, dryness of the palate, non-pitting oedema and thirst. This may be explained by derangement of channels (functional or anatomical or both) fatty tissue elements.",(a) medovahasrotoduṣṭiḥ,SR53,0.9999999956399257,True,1.0,SR53,1.2499999956399257,True,1,False,False
EF-2.2.8,SM8D,(a) śanairmehaḥ (a) śanairmehaḥ (a) śanairmehaḥ (a) śanairmehaḥ - -,(a) śanairmehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EF-2.2.11,SM8D,(a) surāmehaḥ (a) surāmehaḥ (a) surāmehaḥ (a) surāmehaḥ - -,(a) surāmehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EF-2.2.12,SM8D,(a) lavaṇamehaḥ (a) lavaṇamehaḥ (a) lavaṇamehaḥ (a) lavaṇamehaḥ - -,(a) lavaṇamehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EF-2.2.13,SM8D,(a) piṣṭamehaḥ (a) piṣṭamehaḥ (a) piṣṭamehaḥ (a) piṣṭamehaḥ - -,(a) piṣṭamehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EF-2.3.2,SM8D,"(a) kālamehaḥ, (a) kṛṣṇamehaḥ (a) kālamehaḥ, (a) kṛṣṇamehaḥ (a) kālamehaḥ, (a) kṛṣṇamehaḥ (a) kālamehaḥ, (a) kṛṣṇamehaḥ - -","(a) kālamehaḥ, (a) kṛṣṇamehaḥ",SM8D,0.9999999866970782,True,1.0,SM8D,1.2499999866970781,True,1,False,False
EF-2.3.3,SM8D,(a) nīlamehaḥ (a) nīlamehaḥ (a) nīlamehaḥ (a) nīlamehaḥ - -,(a) nīlamehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EF-2.3.4,SM8A,(a) lohitamehaḥ (a) lohitamehaḥ (a) lohitamehaḥ (a) lohitamehaḥ - It is characterised by passing of blood in the urine. This may be explained by: (a) Vitiation of pitta and blood affecting urinary tract.,(a) lohitamehaḥ,SM8A,0.9999999941885483,True,1.0,SM8A,1.2499999941885482,True,1,False,False
EF-2.3.6,SM8D,(a) hāridramehaḥ (a) hāridramehaḥ (a) hāridramehaḥ (a) hāridramehaḥ - -,(a) hāridramehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EF-2.4,SM8D,(a) vātajapramehaḥ (a) vātajapramehaḥ (a) vātajapramehaḥ (a) vātajapramehaḥ - -,(a) vātajapramehaḥ,SM8D,0.9999999769586638,True,1.0,SM8D,1.2499999769586638,True,1,False,False
EG-1,SR54,"(a) asthivahasrotoduṣṭiḥ (a) asthivahasrotoduṣṭiḥ (a) asthivahasrotoduṣṭiḥ (a) asthivahasrotoduṣṭiḥ - It is characterized by excess aggravation of vata, severe localized and, or generalised body pains, weight loss, extra growth of bone and teeth, deformities in nail and nail bed, deformities in hairs and moustache, splitting pain in bone and toothache. This may be explained by derangement of channels (functional or anatomical or both) enriching bone tissue elements.",(a) asthivahasrotoduṣṭiḥ,SR54,0.9999999970592358,True,1.0,SR54,1.249999997059236,True,1,False,False
EH-2,SP0Y,(a) majjāparipākaḥ (a) majjāparipākaḥ (a) majjāparipākaḥ (a) majjāparipākaḥ - -,(a) majjāparipākaḥ,SP0Y,0.9999999922246903,True,1.0,SP0Y,1.2499999922246903,True,1,False,False
EI-1,SR56,"(a) śukravahasrotoduṣṭiḥ (a) śukravahasrotoduṣṭiḥ (a) śukravahasrotoduṣṭiḥ (a) śukravahasrotoduṣṭiḥ - It is characterized by inability to perform sexual act, impotence, lack of sexual arousal, birth of diseased offspring, progeny, birth of impotent offspring, birth of offspring with reduced lifespan, birth of offspring with deformities, infertility, abortion, miscarriage, delayed ejaculation, blood tinged semen, no semen on ejaculation. This may be explained by derangement of channels (functional or anatomical or both) enriching seminal fluid.",(a) śukravahasrotoduṣṭiḥ,SR56,0.9999999956664942,True,1.0,SR56,1.2499999956664942,True,1,False,False
EI-4,SN00,(a) śūkarogaḥ (a) śūkarogaḥ (a) śūkarogaḥ (a) śūkarogaḥ - -,(a) śūkarogaḥ,SN00,0.9999999934418661,True,1.0,SN00,1.249999993441866,True,1,False,False
EI-6.9,SN0Y,(a) aṇḍa-vṛddhiḥ (a) aṇḍa-vṛddhiḥ (a) aṇḍa-vṛddhiḥ (a) aṇḍa-vṛddhiḥ - -,(a) aṇḍa-vṛddhiḥ,SN0Y,0.9999999953646432,True,1.0,SN0Y,1.2499999953646432,True,1,False,False
EJ-1,SR5B,(a) mūtravahasrotoduṣṭiḥ (a) mūtravahasrotoduṣṭiḥ (a) mūtravahasrotoduṣṭiḥ (a) mūtravahasrotoduṣṭiḥ - It is characterized by burning sensation in penis. This may be explained by derangement of channels (functional or anatomical or both) urine.,(a) mūtravahasrotoduṣṭiḥ,SR5B,0.9999999952360398,True,1.0,SR5B,1.2499999952360397,True,1,False,False
EJ-2,SM8C,"(a) aśmarī (a) aśmarī (a) aśmarī (a) aśmarī - It is characterised by pain in loins and groin, difficulty in micturition, burning micturition. This may be explained by: (a) Vatadosha drying up the kapha in the urinary tract.",(a) aśmarī,SM8C,0.9999999949172746,True,1.0,SM8C,1.2499999949172746,True,1,False,False
EJ-2.3,SM8C,(a) pittaja-aśmarī (a) pittaja-aśmarī (a) pittaja-aśmarī (a) pittaja-aśmarī - -,(a) pittaja-aśmarī,SM8C,0.9999999961996581,True,1.0,SM8C,1.2499999961996582,True,1,False,False
EJ-3.3,SM88,(a) mūtrotsaṅgaḥ (a) mūtrotsaṅgaḥ (a) mūtrotsaṅgaḥ (a) mūtrotsaṅgaḥ - -,(a) mūtrotsaṅgaḥ,SM88,0.9999999937551102,True,1.0,SM88,1.24999999375511,True,1,False,False
EJ-3.9,SM88,(a) vātakuṇḍalikā (a) vātakuṇḍalikā (a) vātakuṇḍalikā (a) vātakuṇḍalikā - It is characterised by dribbling of urine. This may be explained by: (a) Vitiated vata affecting the urinary bladder.,(a) vātakuṇḍalikā,SM88,0.9999999963686445,True,1.0,SM88,1.2499999963686443,True,1,False,False
EJ-3.11,SN09,(a) mūtraśukraḥ (a) mūtraśukraḥ (a) mūtraśukraḥ (a) mūtraśukraḥ - It is characterised by abnormal uncontrolled emission of semen with erotic thoughts or during passing of urine. This may be explained by: (a) Vitiated vata pushing semen along with urine.,(a) mūtraśukraḥ,SN09,0.9999999937912063,True,1.0,SN09,1.2499999937912063,True,1,False,False
EK-4.5,SM32,(a) sannipātōdaraḥ-udararogaḥ (a) sannipātōdaraḥ-udararogaḥ (a) sannipātōdaraḥ-udararogaḥ (a) sannipātōdaraḥ-udararogaḥ - -,(a) sannipātōdaraḥ-udararogaḥ,SM32,0.9999999959558179,True,1.0,SM32,1.249999995955818,True,1,False,False
EK-4.6,SM42,"(a) yakṛddālyudaraḥ (a) yakṛddālyudaraḥ (a) yakṛddālyudaraḥ (a) yakṛddālyudaraḥ - It is characterised by enlargement of liver, may be associated with anorexia, nausea, vomiting, weakness, blackish discolouration of skin, breathlessness. This may be explained by: (a) Vitiation of blood and pitta affecting the liver.",(a) yakṛddālyudaraḥ,SM42,0.9999999926264364,True,1.0,SM42,1.2499999926264365,True,1,False,False
EK-4.7,SM32,(a) baddhagudodaraḥ (a) baddhagudodaraḥ (a) baddhagudodaraḥ (a) baddhagudodaraḥ - -,(a) baddhagudodaraḥ,SM32,0.9999999862189334,True,1.0,SM32,1.2499999862189335,True,1,False,False
EL-2.6,SM9Y,(a) atyānandā (a) atyānandā (a) atyānandā (a) atyānandā - -,(a) atyānandā,SM9Y,0.9999999782609025,True,1.0,SM9Y,1.2499999782609024,True,1,False,False
EL-2.10,SM96,"(a) udāvartinī (a) udāvartinī (a) udāvartinī (a) udāvartinī - It is characterised by painful menstruation, pain in groin region, backache, nausea and vomiting; relief of pain after menstruation; may be associated with discharge frothy menstrual fluid with clots. This may be explained by: (a) Vitiation of kapha, vata affecting nutritional fluid, blood.",(a) udāvartinī,SR1A,0.9999999913845308,False,3.0,SR1A,0.9999999913845308,False,2,False,False
EL-2.12,SN12,(a) jātaghnī (a) jātaghnī (a) jātaghnī (a) jātaghnī - It is characterised by three or more consecutive spontaneous abortions. This may be explained by: (a) Vitiated Vata affecting the uterus.,(a) jātaghnī,SN12,0.9999999935286872,True,1.0,SN12,1.2499999935286872,True,1,False,False
EL-2.13,SM97,"(a) lohitakṣayā (a) lohitakṣayā (a) lohitakṣayā (a) lohitakṣayā - It is characterised by decreased blood flow during menstrual period. This may be explained by: (a) Vitiated vata affecting the nutritional fluid, blood in uterus region.",(a) lohitakṣayā,SM97,0.9999999950139284,True,1.0,SM97,1.2499999950139284,True,1,False,False
EL-2.22,SM94,(a) vāminī (a) vāminī (a) vāminī (a) vāminī - -,(a) vāminī,SM94,0.999999986373232,True,1.0,SM94,1.2499999863732318,True,1,False,False
EL-2.27,SM92,"(a) yonikandaḥ (a) yonikandaḥ (a) yonikandaḥ (a) yonikandaḥ - It is characterised by a tuberous pear like swelling in the vaginal region may be associated with pus discharge, fistual formation. This may be explained by: (a) Vitiated pitta affecting skin, muscle and fat tissue.",(a) yonikandaḥ,SM92,0.9999999935034003,True,1.0,SM92,1.2499999935034003,True,1,False,False
EL-4,SM98,(a) asṛgdaraḥ (a) Raktapradar (a) asṛgdaraḥ (a) Raktapradar (a) asṛgdaraḥ (a) Raktapradar (a) asṛgdaraḥ (a) Raktapradar - It is characterised by increase in the duration of menstrual period and the quantity of blood loss. This may be explained by: (a) Vititiation of pitta and blood.,(a) asṛgdaraḥ (a) Raktapradar,SM98,0.9999999937752939,True,1.0,SM98,0.9999999937752939,True,1,False,False
EL-9,SN1Y,(a) sūtikārogaḥ (a) sūtikārogaḥ (a) sūtikārogaḥ (a) sūtikārogaḥ - -,(a) sūtikārogaḥ,SN1Y,0.9999999917609002,True,1.0,SN1Y,1.2499999917609002,True,1,False,False
EM-1,SR5E,"(a) manovahasrotoduṣṭiḥ (a) manovahasrotoduṣṭiḥ (a) manovahasrotoduṣṭiḥ (a) manovahasrotoduṣṭiḥ - It is characterized by perversion of mind, intellect, consciousness, knowledge, memory, desire, manners, behaviour and conduct. This may be explained by derangement of channels (functional or anatomical or both) aiding mental functions.",(a) manovahasrotoduṣṭiḥ,SR5E,0.999999996695554,True,1.0,SR5E,1.249999996695554,True,1,False,False
EM-2,SQ03,"(a) unmādaḥ (a) unmādaḥ (a) unmādaḥ (a) unmādaḥ - It is characterised by confused state of mind, change in behaviour, irritability, loss of intelligence,. This may be explained by: (a) Caused by the aggravated dosha vitiating the sense organs, mind and intellect.",(a) unmādaḥ,SR5E,0.9999999922077617,False,2.0,SR5E,0.9999999922077617,False,2,False,False
EM-6,SQ2Y,(a) madaḥ (a) madaḥ (a) madaḥ (a) madaḥ - -,(a) madaḥ,SQ22,0.9999999951314748,False,2.0,SQ22,1.2499999951314749,False,2,False,False
EM-9,SQ10,"(a) mana-santāpaḥ (a) mana-santāpaḥ (a) mana-santāpaḥ (a) mana-santāpaḥ - It is characterised by mild fever, confusion, restlessness, anxiety, mind and body fatigue. This may be explained by: (a) Agitated rajoguna, tamoguna leading to.",(a) mana-santāpaḥ,SQ10,0.9999999971039941,True,1.0,SQ10,1.2499999971039941,True,1,False,False
FA,SK50,"(a) kapāla-rogaḥ (a) kapāla-rogaḥ (a) kapāla-rogaḥ (a) kapāla-rogaḥ - It is characterised by headache, heaviness around eyes, hairloss, bleeding per nasal cavity, dryness of throat, ear. This may be explained by: (a) vitiated doshas localising the scalp",(a) kapāla-rogaḥ,SK50,0.9999999958725718,True,1.0,SK50,1.2499999958725718,True,1,False,False
FA-2,SN73,"(a) akālapalitaḥ (a) akālapalitaḥ (a) akālapalitaḥ (a) akālapalitaḥ - It is characterised by untimely greying of the hair. This may be explained by: (a) Increased pitta, vata cause premature greying of the hair.",(a) akālapalitaḥ,SN73,0.9999999980888553,True,1.0,SN73,1.2499999980888554,True,1,False,False
FA-3,SN71,(a) khālityam (a) khālityam (a) khālityam (a) khālityam - It is characterised by falling of scalp hair. This may be explained by: (a) Aggravated vata and pitta affecting the hair roots followed by closure of hair root.,(a) khālityam,SN71,0.999999994580759,True,1.0,SN71,1.249999994580759,True,1,False,False
FA-7,SP9Y,(a) kapālavidradhiḥ (a) kapālavidradhiḥ (a) kapālavidradhiḥ (a) kapālavidradhiḥ - -,(a) kapālavidradhiḥ,SP9Y,0.9999999560751421,True,1.0,SP9Y,1.249999956075142,True,1,False,False
GA-1,SM1M,(a) vātaja-oṣṭhaprakopaḥ (a) vātaja-oṣṭhaprakopaḥ (a) vātaja-oṣṭhaprakopaḥ (a) vātaja-oṣṭhaprakopaḥ - It is characterised by chapped dry lips. This may be explained by: (a) Vitiation of vatadosha affecting the lips.,(a) vātaja-oṣṭhaprakopaḥ,SM1M,0.9999999960391442,True,1.0,SM1M,1.2499999960391444,True,1,False,False
GB-3,SM13,"(a) dantaveṣṭakaḥ (a) dantaveṣṭakaḥ (a) dantaveṣṭakaḥ (a) dantaveṣṭakaḥ - It is characterised by foul smelling breath, loose teeth with pain, swollen gums, bleeding, discharge of pus. This may be explained by: (a) Vitiated blood affecting the roots of teeth.",(a) dantaveṣṭakaḥ,SM13,0.9999999937025174,True,1.0,SM13,1.2499999937025175,True,1,False,False
GB-11,SM1Y,(a) karālaḥ (a) karālaḥ (a) karālaḥ (a) karālaḥ - -,(a) karālaḥ,SM1Y,0.9999999773258553,True,1.0,SM1Y,1.2499999773258552,True,1,False,False
GD-4,SM1Y,(a) alāsaḥ (a) alāsaḥ (a) alāsaḥ (a) alāsaḥ - -,(a) alāsaḥ,SM1Y,0.9999999773258553,True,1.0,SM1Y,1.2499999773258552,True,1,False,False
GE-2,SM19,"(a) galagrahaḥ (a) galagrahaḥ (a) galagrahaḥ (a) galagrahaḥ - It is characterised by pain, burning sensation in throat,fever, difficulty in breathing and swallowing due to swelling in pharynx and larynx or muscles of upper part of the oesophagus. This may be explained by: (a) Vitiation of all the three dosha, blood, muscle in throat region.",(a) galagrahaḥ,SL08,0.9999999939871845,False,2.0,SM19,1.04446919174306,True,1,True,False
GE-4,SM17,"(a) adhruṣaḥ (a) adhruṣaḥ (a) adhruṣaḥ (a) adhruṣaḥ - It is characterised by pain, swelling and redness in the palate. This may be explained by: (a) Vitiation of kapha, blood, muscles in palate region.",(a) adhruṣaḥ,SM17,0.9999999938420148,True,1.0,SM17,1.2499999938420148,True,1,False,False
GE-5,SM1Y,"(a) kacchapaḥ, (a) kacchapī (a) kacchapaḥ, (a) kacchapī (a) kacchapaḥ, (a) kacchapī (a) kacchapaḥ, (a) kacchapī - -","(a) kacchapaḥ, (a) kacchapī",SM1Y,0.9999999869090763,True,1.0,SM1Y,1.2499999869090763,True,1,False,False
GE-10,SP9Y,"(a) tālupākaḥ, (a) tāluśothaḥ (a) tālupākaḥ, (a) tāluśothaḥ (a) tālupākaḥ, (a) tāluśothaḥ (a) tālupākaḥ, (a) tāluśothaḥ - -","(a) tālupākaḥ, (a) tāluśothaḥ",SP9Y,0.999999974639971,True,1.0,SP9Y,1.249999974639971,True,1,False,False
GE-11,SM1Y,"(a) tālupiḍakā, (a) tālupiṭikā (a) tālupiḍakā, (a) tālupiṭikā (a) tālupiḍakā, (a) tālupiṭikā (a) tālupiḍakā, (a) tālupiṭikā - -","(a) tālupiḍakā, (a) tālupiṭikā",SM1Y,0.9999999869090763,True,1.0,SM1Y,1.2499999869090763,True,1,False,False
GF-1,SL04,"(a) rohiṇī (a) rohiṇī (a) rohiṇī (a) rohiṇī - It is characterised by inflammation of throat, difficulty in swallowing and dry cough. This may be explained by: (a) Vitiation of all the three dosha which localise near the base of the tongue.",(a) rohiṇī,SL04,0.9999999935785042,True,1.0,SL04,1.2499999935785042,True,1,False,False
GF-9,SL0Y,galavidradhiḥ galavidradhiḥ galavidradhiḥ galavidradhiḥ - -,galavidradhiḥ,SL0Y,0.9999999918428216,True,1.0,SL0Y,1.2499999918428215,True,1,False,False
GF-10,SL05,(a) galaughaḥ (a) galaughaḥ (a) galaughaḥ (a) galaughaḥ - -,(a) galaughaḥ,SL05,0.999999994950848,True,1.0,SL05,1.249999994950848,True,1,False,False
GF-11,SL03,(a) svaraghnam (a) svaraghnam (a) svaraghnam (a) svaraghnam - -,(a) svaraghnam,SL03,0.9999999930781047,True,1.0,SL03,1.2499999930781047,True,1,False,False
GF-14,SM00,(a) apacī (a) apacī (a) apacī (a) apacī - It is characterised by inflammatory swelling associated with mild pain occurring in axilla and groin. This may be explained by: (a) Accumulation of vitiated adipose tissue in various parts of the body.,(a) apacī,SM00,0.999999993914229,True,1.0,SM00,1.249999993914229,True,1,False,False
GF-17,SL08,"(a) gaṇḍamālā (a) gaṇḍamālā (a) gaṇḍamālā (a) gaṇḍamālā - It is characterised by string of hard, glossy, painless nodular or elongated skin coloured swollen glands around the neck, throat which slowly suppurate and form fistulous tracts. This may be explained by: (a) Vitiation of kapha, blood, muscle tissue in throat region.",(a) gaṇḍamālā,SL08,0.9999999968359662,True,1.0,SL08,1.249999996835966,True,1,False,False
GG,SM1Y,(a) sarvasara mukharogaḥ (a) sarvasara mukharogaḥ (a) sarvasara mukharogaḥ (a) sarvasara mukharogaḥ - -,(a) sarvasara mukharogaḥ,SP91,0.9999999891607075,False,2.0,SM1Y,1.05297350299038,True,1,True,False
HA-1,SK68,(a) pūyālasaḥ (a) pūyālasaḥ (a) pūyālasaḥ (a) pūyālasaḥ - It is characterised by swelling over medial canthus with pus discharge and foul smell. Inability to rotate the eyeball due to papules in the inner lower eyelid associated with flow of tears continuously. This may be explained by: (a) Vitiated dosha obstructing lacrymal passage.,(a) pūyālasaḥ,SK68,0.9999999912935104,True,1.0,SK68,1.2499999912935102,True,1,False,False
HA-2,SK7Y,(a) upanāhaḥ (a) upanāhaḥ (a) upanāhaḥ (a) upanāhaḥ - -,(a) upanāhaḥ,SK7Y,0.9999999762939309,True,1.0,SK7Y,1.249999976293931,True,1,False,False
HA-6,SK62,(a) kṛmigranthiḥ (a) kṛmigranthiḥ (a) kṛmigranthiḥ (a) kṛmigranthiḥ - -,(a) kṛmigranthiḥ,SK62,0.9999999937706808,True,1.0,SK62,1.2499999937706807,True,1,False,False
HB-1,SK7Y,(a) utsaṅginī (a) utsaṅginī (a) utsaṅginī (a) utsaṅginī - -,(a) utsaṅginī,SK7Y,0.9999999762939309,True,1.0,SK7Y,1.249999976293931,True,1,False,False
HB-7,SK6P,"(a) añjananāmikā (a) añjananāmikā (a) añjananāmikā (a) añjananāmikā - It is characterised by hard and spindle shaped swelling, pain, redness at the root of eyelashes may be associated with pus discharge. This may be explained by: (a) Vitiation of blood affecting the eyelid.",(a) añjananāmikā,SK6P,0.9999999932824072,True,1.0,SK6P,1.2499999932824073,True,1,False,False
HB-8,SK7Y,(a) bahalavartma (a) bahalavartma (a) bahalavartma (a) bahalavartma - -,(a) bahalavartma,SK7Y,0.9999999762939309,True,1.0,SK7Y,1.249999976293931,True,1,False,False
